NewsID	NewsTypeID	Title	SubTitle	Summary	Article	DateArticle	DateRelease	DateArchive	Active	Tags	URL
365	0	"Sparkle" In Theatres TODAY			<p>   <a href="http://sparkle-movie.com/" target="_blank"><strong><em>Sparkle</em></strong></a>, starring the late Whitney Houston &amp; Jordin Sparks, and featuring CeeLo is in theatres now! Go out and support this amazing film!</p>  	2012-08-17 16:06:00.000	2012-08-17 16:06:00.000	2022-08-17 00:00:00.000	1	Sparkle,ceelo,green,cee lo,whitney houston,film,premiere,theatres	http://www.ceelogreen.com/news,view_365.htm
366	0	The Voice Begins Monday		"The Voice" Season Three premieres Monday (September 10) at 8/7c	<p>   <img align="middle" alt="" height="208" src="/ugc-1/1/1/0/279437_431669470203741_1141187393_o.jpe" width="560" /></p>  <p>   Season 3 of &quot;The Voice&quot; kicks off this Monday (September 10th) at 8/7c on NBC! Check out some exclusive videos and get all the info at the show&#39;s official site <a href="http://www.nbc.com/the-voice/" target="_blank">HERE</a></p>  	2012-09-07 16:04:00.000	2012-09-07 16:04:00.000	2022-09-07 00:00:00.000	1	the voice ceelo green monday nbc premiere	http://www.ceelogreen.com/news,view_366.htm
367	2	CeeLo’s Magic Moment		CeeLo Christmas album coming October 30th!     	<p>   <img alt="" height="500" src="/ugc-1/1/1/0/CEELO_XMAS_KEYART_FM2-3.jpg" style="width: 332px; height: 319px" width="500" /></p>  <p>   &nbsp;</p>  <p>   <span style="font-size: 12px">It&rsquo;s only September but there&rsquo;s a new CeeLo Christmas album coming <strong>October 30th</strong>!</span></p>  <p>   <span style="font-size: 12px">The album cover below was tweeted from <a href="http://twitter.com/ceelogreen">CeeLo&rsquo;s account</a> earlier this week.&nbsp;</span></p>  <p>   <span style="font-size: 12px">&nbsp;</span></p>  <p>   <span style="font-size: 12px">&lsquo;Tis the season to get excited!</span></p>  	2012-09-12 17:33:00.000	2012-09-12 22:29:00.000	2022-09-12 00:00:00.000	1		http://www.ceelogreen.com/news,view_367.htm
368	0	PLANET HOLLYWOOD RESORT & CASINO TO PRESENT “CEELO AND FRIENDS”			<p style="text-align: center; ">   &nbsp;</p>  <p style="text-align: center; ">   <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/E1bpnyAx7yk" width="560"></iframe></p>  <p>   CeeLo is teaming up&nbsp;with Rod Stewart, The Muppets, and stars from NBC&#39;s &quot;The Voice&quot; to deliver an early Christmas gift to the Las Vegas-based non-profit organization Keep Memory Alive. &ldquo;CeeLo and Friends&rdquo; will be presented in the Showroom at Planet Hollywood Resort &amp; Casino on Wednesday, Oct. 10, with a portion of the ticket sales benefiting <a href="http://www.keepmemoryalive.org/Pages/default.aspx" target="_blank">Keep Memory Alive</a>, which raises awareness and funds in support of Cleveland Clinic Lou Ruvo Center for Brain Health&rsquo;s work towards enhanced treatments and research of neurocognitive disorders. CeeLo will perform songs from his upcoming Christmas album with past artists from NBC&rsquo;s &ldquo;The Voice,&rdquo; as well as other performers to be announced at a later date. Doors will open at 7 p.m. and the show will begin at 8 p.m.</p>  <p style="">   &nbsp;</p>  <p class="p1" style="">   The show will not only serve as a preview of CeeLo&rsquo;s new Christmas album, set to be released Tuesday, Oct. 30, but will also give fans a taste of his highly-anticipated new resident show, &ldquo;<a href="http://www.ticketmaster.com/Cee-Lo-Green-tickets/artist/1554714">CeeLo Green is LOBERACE</a>,&rdquo; set to premiere at Planet Hollywood Resort &amp; Casino Wednesday, Feb. 27, 2013.</p>  <p class="p1" style="">   &nbsp;</p>  <p class="p1" style="">   For those unable to attend, the concert will be filmed and will premiere Monday, Nov. 26.&nbsp; on The Warner Sound (<a href="http://www.youtube.com/TheWarnerSound"><span class="s1">www.youtube.com/TheWarnerSound</span></a>), Warner Music Group &nbsp;original YouTube channel.</p>  	2012-10-03 20:56:00.000	2012-09-14 20:56:00.000	2022-09-14 00:00:00.000	1		http://www.ceelogreen.com/news,view_368.htm
369	0	Pre-Order "CeeLo's Magic Moment" Now!			<p>   Pre-order in now available for CeeLo&#39;s upcoming holiday album &quot;CeeLo&#39;s Magic Moment&quot;!</p>  <p>   <a href="http://itunes.apple.com/us/album/silent-night/id564392095?i=564392150" target="_blank">CLICK HERE</a> to pre-order on iTunes now</p>  <p>   &quot;CeeLo&#39;s Magic Moment&quot; will be released on October 30th!</p>  	2012-10-02 19:47:00.000	2012-10-02 19:47:00.000	2022-10-02 00:00:00.000	1	CeeLo,Cee Lo,Magic Moment,holiday,album,christmas,itunes,pre order	http://www.ceelogreen.com/news,view_369.htm
370	0	'Silent Night' [Official Audio Visualizer]			<p>   Check out the first official audio visualizer from the new album &#39;CeeLo&#39;s Magic Moment&#39; coming October 30th! Preorder it now on<a href="http://atlr.ec/T3R6uo"> iTunes</a>!</p>  <p>   <iframe allowfullscreen="" frameborder="0" height="480" src="http://www.youtube.com/embed/LHrMF026X_0" width="853"></iframe></p>  	2012-10-04 00:21:00.000	2012-10-05 00:21:00.000	2022-10-05 00:00:00.000	1	ceelo green magic moment silent night christmas audio visualizer	http://www.ceelogreen.com/news,view_370.htm
371	0	Shop the Webstore!			<p>   <a href="http://store.ceelogreen.com/" target="_blank"><img alt="Image and video hosting by TinyPic" border="0" src="http://i49.tinypic.com/11t30v6.jpg" /></a> </p>  <p>   <br />   Merchandise is available to buy on Cee Lo&#39;s Official Webstore, including <i>The Lady Killer</i> album, apparel, posters, sunglasses, and more....<br />   <br />   Get it before it&#39;s gone!</p>  	2012-10-08 15:27:00.000	2012-10-08 15:27:00.000	2022-10-08 00:00:00.000	1	Ceelo Green,Webstore	http://www.ceelogreen.com/news,view_371.htm
372	0	CeeLo Green - Run Rudolph Run (Official Audio Visualizer)		CeeLo Green - Run Rudolph Run (Official Audio Visualizer)	<p>  <iframe width="560" height="315" src="http://www.youtube.com/embed/4v1qhCzij2U" frameborder="0" allowfullscreen></iframe>  </p>  	2012-10-10 22:40:00.000	2012-10-10 22:40:00.000	2022-10-10 00:00:00.000	1		http://www.ceelogreen.com/news,view_372.htm
373	0	CeeLo & Friends!			<p>   <img alt="" height="372" src="http://assets.rollingstone.com/assets/images/gallery/500x595/20121011-ceelo-piggy-595x-1349966167.jpg" width="595" /></p>  <p>   Thanks to all who came out for &quot;CeeLo &amp; Friends&quot; last night at the <a href="http://www.planethollywoodresort.com/casinos/planet-hollywood/hotel-casino/property-home.shtml?" target="_blank">Planet Hollywood Resort and Casino</a> in Las Vegas! A big thanks to all of the special guests including Rod Stewart, Eric Benet, The Muppets, &amp; stars from NBC&#39;s &quot;The Voice&quot;!&nbsp;</p>  <p>   If you couldn&#39;t make the show - don&#39;t worry - it will air, in full, on November 26th on The Warner Sound YouTube Channel <a href="http://www.youtube.com/TheWarnerSound" target="_blank">HERE</a></p>  	2012-10-11 16:47:00.000	2012-10-11 16:47:00.000	2022-10-11 00:00:00.000	1	ceelo green friends rod stewart miss piggy the muppets las vegas october 10 2012 planet hollywood resort casino	http://www.ceelogreen.com/news,view_373.htm
374	0	"This Christmas" From the New Album 'CeeLo's Magic Moment'			<p>   Check out Ceelo&#39;s version of the classic Christmas song &quot;This Christmas&quot; off his new album &#39;CeeLo&#39;s Magic Moment&#39; out October 30th!&nbsp;</p>  <p>   <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/qKjfYZNlkt0" width="560"></iframe></p>  	2012-10-17 23:05:00.000	2012-10-17 23:05:00.000	2022-10-17 00:00:00.000	1	ceelo green this christmas magic moment xmas	http://www.ceelogreen.com/news,view_374.htm
375	0	Today Show Appearance			<p>   CeeLo sat down with Matt Lauer on the Today Show to talk about The Voice, his Christmas album- &#39;CeeLo&#39;s Magic Moments,&#39; and the writing of his memoir. Check out the full interview below: <object classid="clsid:D27CDB6E-AE6D-11cf-96B8-444553540000" codebase="http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=10,0,0,0" height="245" id="msnbc3f1301" width="420"><param name="movie" value="http://www.msnbc.msn.com/id/32545640" /><param name="FlashVars" value="launch=49460761&amp;width=420&amp;height=245" /><param name="allowScriptAccess" value="always" /><param name="allowFullScreen" value="true" /><param name="wmode" value="transparent" /><embed allowfullscreen="true" allowscriptaccess="always" flashvars="launch=49460761&amp;width=420&amp;height=245" height="245" name="msnbc3f1301" pluginspage="http://www.adobe.com/shockwave/download/download.cgi?P1_Prod_Version=ShockwaveFlash" src="http://www.msnbc.msn.com/id/32545640" type="application/x-shockwave-flash" width="420" wmode="transparent"></embed></object></p>  <p style="text-align: center; margin-top: 5px; width: 420px; font-family: arial, helvetica, sans-serif; background: none transparent scroll repeat 0% 0%; color: #999; font-size: 11px">   Visit NBCNews.com for <a href="http://www.nbcnews.com" style="border-bottom: #999 1px dotted; height: 13px; color: #5799db !important; font-weight: normal !important; text-decoration: none !important">breaking news</a>, <a href="http://www.msnbc.msn.com/id/3032507" style="border-bottom: #999 1px dotted; height: 13px; color: #5799db !important; font-weight: normal !important; text-decoration: none !important">world news</a>, and <a href="http://www.msnbc.msn.com/id/3032072" style="border-bottom: #999 1px dotted; height: 13px; color: #5799db !important; font-weight: normal !important; text-decoration: none !important">news about the economy</a></p>  	2012-10-18 16:47:00.000	2012-10-18 16:47:00.000	2022-10-18 00:00:00.000	1	CeeLo Green Today Show Matt Lauer Magic Moments The Voice	http://www.ceelogreen.com/news,view_375.htm
376	0	CeeLo Co-Hosts The View			<p>   CeeLo was a special guest host with the ladies of The View this morning where he talked about being a judge on The Voice, his new Christmas album, The Muppets and more! Check out the full interview here: <embed base="http://admin.brightcove.com" bgcolor="#FFFFFF" flashvars="videoId=1913222371001&amp;playerId=340480126&amp;viewerSecureGatewayURL=https://console.brightcove.com/services/amfgateway&amp;servicesURL=http://services.brightcove.com/services&amp;cdnURL=http://admin.brightcove.com&amp;domain=embed&amp;autoStart=false&amp;" height="412" name="flashObj" pluginspage="http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash" seamlesstabbing="false" src="http://c.brightcove.com/services/viewer/federated_f8/340480126" swliveconnect="true" type="application/x-shockwave-flash" width="486"></embed></p>  	2012-10-19 22:57:00.000	2012-10-19 22:57:00.000	2022-10-19 00:00:00.000	1	CeeLo Green The View ABC The Voice The Muppets Disney	http://www.ceelogreen.com/news,view_376.htm
377	0	106 and Park			<p>   CeeLo stopped by 106 and Park to talk about his new Christmas album &#39;CeeLo&#39;s Magic Moment.&#39; See the full interview below:</p>  <p>   <embed base="http://admin.brightcove.com" bgcolor="#FFFFFF" flashvars="videoId=1913303258001&amp;playerId=340480126&amp;viewerSecureGatewayURL=https://console.brightcove.com/services/amfgateway&amp;servicesURL=http://services.brightcove.com/services&amp;cdnURL=http://admin.brightcove.com&amp;domain=embed&amp;autoStart=false&amp;" height="412" name="flashObj" pluginspage="http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash" seamlesstabbing="false" src="http://c.brightcove.com/services/viewer/federated_f8/340480126" swliveconnect="true" type="application/x-shockwave-flash" width="486"></embed></p>  	2012-10-22 15:01:00.000	2012-10-22 15:01:00.000	2022-10-22 00:00:00.000	1	ceelo green 106 and park magic memories the voice BET	http://www.ceelogreen.com/news,view_377.htm
378	0	First Listen of CeeLo with the Muppets 'All I Need Is Love'			<p>   AOL Music and TheBoombox.com have premiered CeeLo&#39;s Christmas collaboration with The Muppets &#39;All I Need Is Love.&#39; Stream the track here: <a href="http://atlr.ec/RdsFOE">http://atlr.ec/RdsFOE</a></p>  	2012-10-22 18:33:00.000	2012-10-22 18:33:00.000	2022-10-22 00:00:00.000	1	Ceelo green the muppets all i need is love magic moment aol music	http://www.ceelogreen.com/news,view_378.htm
379	0	CeeLo and The Muppets New Christmas Song 'All I Need is Love'			<p>   Listen to CeeLo&#39;s brand new Christmas song with The Muppets &#39;All I Need Is Love&#39; now! &#39;CeeLo&#39;s Magic Moment&#39; is out October 30th! <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/U_CdtWPwsGw" width="560"></iframe></p>  	2012-10-23 22:43:00.000	2012-10-23 22:43:00.000	2022-10-23 00:00:00.000	1	ceelo green,the muppets,christmas,all i need is love,magic moment	http://www.ceelogreen.com/news,view_379.htm
380	0	Cee Lo Green's New Album 'Magic Moment' Released Today			<p>   CeeLo Green&#39;s new Christmas themed album &#39;Magic Moment&#39; has been released today, combining classic seasonal songs with CeeLo&#39;s unique and soulful style.</p>  <p>   Click <a href="http://smarturl.it/magicmoment" style="text-decoration:none" target="_blank">HERE</a> now to pick up your copy.</p>  <p>   &nbsp;</p>  <p>   &#39;Magic Moment&#39; will be available to buy in Germany on Friday and in Australia on 9th November. In the meantime you can pre order your copy <a href="http://smarturl.it/ceelopreorder" style="text-decoration:none" target="blank">HERE.</a></p>  <p>   <img alt="" height="608" src="/ugc-1/1/1/0/CEELO_XMAS_KEYART_FM2-3.jpg" width="608" /></p>  	2012-10-30 17:28:00.000	2012-10-30 17:28:00.000	2022-10-30 00:00:00.000	1	Ceelo,Ceelo Green,Holidays,new music,Ceelos Magic Moment	http://www.ceelogreen.com/news,view_380.htm
381	0	White Christmas [Official Audio]			<p>   <strong>Another holiday gem to get your season going. The new album &#39;CeeLo&#39;s Magic Moment&#39; is available now on iTunes!</strong></p>  <p>   <strong>Click <a href="http://smarturl.it/magicmoment">HERE</a> to get your copy now.</strong></p>  <p>   <iframe allowfullscreen="" frameborder="0" height="360" src="http://www.youtube.com/embed/xZLZHIrkG7w" width="640"></iframe></p>  	2012-11-16 00:24:00.000	2012-11-16 00:24:00.000	2022-11-16 00:00:00.000	1		http://www.ceelogreen.com/news,view_381.htm
382	0	Exclusive: Watch Cee Lo's New Video, 'This Christmas'		"This Christmas" is an all-time favorite and Cee Lo Green has put his own wacky and dark spin on the classic song.	<p>   <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/-QYxHds7fR0" width="560"></iframe></p>  <p>   Watch CeeLo&#39;s new video for &#39;This Christmas&#39; off of his Christmas album &#39;CeeLo&#39;s Magic Moment&#39; exclusively on Essence Online <a href="http://atlr.ec/107JjTt" target="_blank">HERE</a><br><br>   Buy &#39;CeeLo&#39;s Magic Moment&#39; on <a href="http://smarturl.it/magicmoment" target="_blank">iTunes</a> now!</p>  	2012-11-20 22:24:00.000	2012-11-20 22:24:00.000	2022-11-20 00:00:00.000	1	Cee Lo,Ceelo Green,Essence,New Video,Music Video	http://www.ceelogreen.com/news,view_382.htm
384	0	Watch " All I Need Is Love (Feat. The Muppets)" Now!		Check out Cee Lo's new music video for "All I Need Is Love (feat. The Muppets!)"	<p>   <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/zEgcLrgxUOw" width="560"></iframe></p>  	2012-11-26 17:59:00.000	2012-11-26 17:59:00.000	2022-11-26 00:00:00.000	1	Cee Lo,Cee Lo Green,Music Video,Christmas,Magic Moment,The Muppets	http://www.ceelogreen.com/news,view_384.htm
385	0	CeeLo and the Muppets perform on Good Morning America and The Voice!			<p>   <span style="color:#fff;"><font class="Apple-style-span" face="Times"><span class="Apple-style-span" style="-webkit-border-horizontal-spacing: 2px; -webkit-border-vertical-spacing: 2px; font-size: small;">If you missed it, check out the CeeLo and The Muppets performances on Good Morning America and The Voice this week! &lsquo;CeeLo&rsquo;s Magic Moment&rsquo; featuring CeeLo and The Muppets&rsquo; new Christmas song &lsquo;All I Need is Love&rsquo; is available now: <a href="http://smarturl.it/magicmoment">http://smarturl.it/magicmoment</a></span></font></span></p>  <p>   <iframe height="221" id="kaltura_player_1354133200" src="http://cdnapi.kaltura.com/index.php/kwidget/wid/1_srlj1m0q/uiconf_id/3775332/st_cache/89113?referer=http://abcnews.go.com/GMA/video/muppets-lo-perform-love-gma-17817789&amp;autoPlay=false&amp;addThis.playerSize=392x221&amp;freeWheel.siteSectionId=nws_offsite&amp;closedCaptionActive=true&amp;addThis.playerSize=392x221&amp;closedCaptionsOverPlayer.fontsize=12" style="border: 0px solid #ffffff;" width="392">Unfortunately your browser does not support IFrames.</iframe></p>  <div style="text-align:left;font-size:x-small;margin-top:0;">   <a href="http://abcnews.go.com/video">Watch More News Videos at ABC</a> | <a href="http://abcnews.go.com/Politics/OTUS/">2012 Presidential Election</a> | <a href="http://abcnews.go.com/entertainment">Entertainment &amp; Celebrity News</a></div>  <p>   <iframe frameborder="0" height="315" src="http://www.nbc.com/assets/video/widget/widget.html?vid=1425330" width="560"></iframe></p>  	2012-11-28 20:07:00.000	2012-11-28 20:07:00.000	2022-11-28 00:00:00.000	1	ceelo green the mupperts good morning america all i need is love	http://www.ceelogreen.com/news,view_385.htm
386	0	Cee Lo Performs at the Rockefeller Tree Lighting		Did you miss CeeLo lighting the Christmas tree on NBC last night? Watch his performance of ‘This Christmas’ and ‘All I Need is Love’ with Disney’s The Muppets below!    	<p>   Did you miss CeeLo lighting the Christmas tree on NBC last night? Watch his performance of &lsquo;This Christmas&rsquo; and &lsquo;All I Need is Love&rsquo; with Disney&rsquo;s The Muppets below!<br />   <br />   &quot;This Christmas&quot;</p>  <p>   <embed base="http://admin.brightcove.com" bgcolor="#FFFFFF" flashvars="videoId=1996843407001&amp;playerId=340480126&amp;viewerSecureGatewayURL=https://console.brightcove.com/services/amfgateway&amp;servicesURL=http://services.brightcove.com/services&amp;cdnURL=http://admin.brightcove.com&amp;domain=embed&amp;autoStart=false&amp;" height="412" name="flashObj" pluginspage="http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash" seamlesstabbing="false" src="http://c.brightcove.com/services/viewer/federated_f8/340480126" swliveconnect="true" type="application/x-shockwave-flash" width="486"></embed><br />   <br />   &quot;All I Need Is Love (feat. The Muppets)&quot;</p>  <p>   <embed base="http://admin.brightcove.com" bgcolor="#FFFFFF" flashvars="videoId=1996993547001&amp;playerId=340480126&amp;viewerSecureGatewayURL=https://console.brightcove.com/services/amfgateway&amp;servicesURL=http://services.brightcove.com/services&amp;cdnURL=http://admin.brightcove.com&amp;domain=embed&amp;autoStart=false&amp;" height="412" name="flashObj" pluginspage="http://www.macromedia.com/shockwave/download/index.cgi?P1_Prod_Version=ShockwaveFlash" seamlesstabbing="false" src="http://c.brightcove.com/services/viewer/federated_f8/340480126" swliveconnect="true" type="application/x-shockwave-flash" width="486"></embed></p>  <p>   <em><b>CeeLo&#39;s Magic Moment</b> </em>is available now on iTunes: <a href="http://smarturl.it/magicmoment" target="_blank">http://smarturl.it/magicmoment</a></p>  	2012-11-29 15:41:00.000	2012-11-29 15:41:00.000	2022-11-29 00:00:00.000	0	Cee Lo,Ceelo,Cee Lo Green,Performance,Christmas,NBC,live	http://www.ceelogreen.com/news,view_386.htm
387	0	"CeeLo's Magic Moment" on TV Guide Channel November 30th!			<p>   Check your local listings for the <a href="http://www.tvguide.com/channel/" target="_blank">TV Guide Network</a> and tune in to see the premiere of &quot;CeeLo&#39;s Magic Moment&quot; at 8/7c on Friday, November 30th! The larger-than-life holiday spectacular features CeeLo and friends Rod Stewart, Eric Benet, the Muppets, and contestants from NBC&#39;s &quot;The Voice&quot; performing Christmas classics and songs from CeeLo&#39;s holiday album, &quot;CeeLo&#39;s Magic Moment&quot;</p>  <p style="text-align: center; ">   <a href="http://www.tvguide.com/channel/"><img alt="" height="250" src="/ugc-1/1/1/0/CeeLoMM_300x250_PREM_FRI.jpg" width="300" /></a></p>  <p>   <iframe allowfullscreen="" frameborder="0" height="360" src="https://www.youtube.com/embed/KzjCg3oMsmU?feature=player_embedded" width="640"></iframe></p>  	2012-11-29 20:16:00.000	2012-11-29 20:16:00.000	2022-11-29 00:00:00.000	1	ceelo cee lo green tv guide magic moment muppets	http://www.ceelogreen.com/news,view_387.htm
388	0	Cee Lo & The Muppet's Holiday Video Playlist!		Cee Lo Green & Miss Piggy share some of their favorite videos for the Holidays!	<p>   Watch CeeLo and Miss Piggy count down their favorite Christmas songs on their <a href="http://www.youtube.com/watch?v=QdWxvlmJ2es&amp;feature=share&amp;list=UUse-L5jdWjkURTdqbc59eWw" target="_blank">YouTube</a> playlist!<br />   <br />   <a href="http://www.youtube.com/watch?v=QdWxvlmJ2es&amp;feature=share&amp;list=UUse-L5jdWjkURTdqbc59eWw" target="_blank"><img height="312" src="https://sphotos-b.xx.fbcdn.net/hphotos-ash4/299924_457551164282176_80381050_n.jpg" width="588" /></a></p>  	2012-12-04 18:31:00.000	2012-12-04 18:31:00.000	2022-12-04 00:00:00.000	1	Ceelo,Cee Lo,Ceelo Green,Miss Piggy,The Muppets,Videos,Holidays	http://www.ceelogreen.com/news,view_388.htm
389	0	CeeLo Green feat. Christina Aguilera - Baby It's Cold Outside Official Audio!			<p>   &nbsp;<iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/ypFVn_MLd4A" width="560"></iframe></p>  	2012-12-05 18:54:00.000	2012-12-05 18:54:00.000	2022-12-05 00:00:00.000	1	CeeLo Green Christina Aguilera Baby It's Cold Outside	http://www.ceelogreen.com/news,view_389.htm
390	0	All I Need Is Love on The Voice			<p>   Did you miss CeeLo, his Voice team and The Muppets perform &#39;All I Need Is Love&#39; on The Voice this week? Watch here: <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/qfrUJVGDqgg" width="560"></iframe></p>  	2012-12-07 21:06:00.000	2012-12-07 21:06:00.000	2022-12-07 00:00:00.000	1	ceelo green,the muppets,the voice	http://www.ceelogreen.com/news,view_390.htm
391	0	Happy Holidays From CeeLo!			<p style="text-align: center;">   <iframe allowfullscreen="" frameborder="0" height="315" src="http://www.youtube.com/embed/8DQS6dDY75c" width="560"></iframe></p>  	2012-12-10 21:29:00.000	2012-12-10 21:29:00.000	2022-12-10 00:00:00.000	1	CeeLo Cee Lo Green Happy Holidays 2012 Goodie Mob	http://www.ceelogreen.com/news,view_391.htm
394	0	What Christmas Means to Me on Ellen			<p>   Did you miss CeeLo&#39;s performance of &#39;What Christmas Means to Me&#39; on <a href="http://atlr.ec/12l8oLA">The Ellen Show</a> today? Watch here:</p>  <p>   <img border="0" height="0" src="http://c.gigcount.com/wildfire/IMP/CXNID=2000002.11NXC/bT*xJmx*PTEzNTU3ODc3ODQyNDImcHQ9MTM1NTc4ODA5ODM5MCZwPSZkPSZnPTImbz*xMzk1MDI*NjZiNTQ*YTdlYmNkYmNlY2Fl/Zjk*NDU4YiZvZj*w.gif" style="visibility:hidden;width:0px;height:0px;" width="0" /><object allowfullscreen="true" allownetworking="all" allowscriptaccess="always" data="http://cdnapi.kaltura.com/index.php/kwidget/wid/1_yuaxgvrt/uiconf_id/6995152" height="316" id="kaltura_player_1355787783" name="kaltura_player_1355787783" type="application/x-shockwave-flash" width="480"><param name="allowScriptAccess" value="always" /><param name="allowNetworking" value="all" /><param name="allowFullScreen" value="true" /><param name="bgcolor" value="#000000" /><param name="movie" value="http://cdnapi.kaltura.com/index.php/kwidget/wid/1_yuaxgvrt/uiconf_id/6995152" /><param name="flashVars" value="" /><a href="http://corp.kaltura.com">video platform</a><a href="http://corp.kaltura.com/video_platform/video_management">video management</a><a href="http://corp.kaltura.com/solutions/video_solution">video solutions</a><a href="http://corp.kaltura.com/video_platform/video_publishing">video player</a></object></p>  	2012-12-17 23:47:00.000	2012-12-17 23:47:00.000	2022-12-17 00:00:00.000	1	The Ellen Show,What Christmas Means to Me,CeeLo Green,CeeLo	http://www.ceelogreen.com/news,view_394.htm
395	0	Vote for Team CeeLo's Nicholas David			<p>   It all comes down to this...</p>  <p>   <a href="https://apps.facebook.com/nbc-the-voice/" target="_blank"><img alt="" height="500" src="/ugc-1/1/1/0/603368_469719513065403_357186125_n.jpe" width="500" /></a></p>  <p>   Cast your votes for Team CeeLo&#39;s Nicholas David for tomorrow night&#39;s FINALE of &quot;The Voice&quot; on NBC at 8/7c!&nbsp;</p>  <p>   <u><strong>How to vote</strong></u></p>  <p>   Facebook: <a href="https://apps.facebook.com/nbc-the-voice/" target="_blank">https://apps.facebook.com/nbc-the-voice/</a><br />   Phone: 855 VOICE 01 / 855 864 2301<br />   iTunes: &quot;Great Balls of Fire/Fire&quot; Buy <a href="http://bit.ly/UZOmyL" target="_blank">HERE</a></p>  	2012-12-18 04:54:00.000	2012-12-18 04:54:00.000	2022-12-18 00:00:00.000	1	CeeLo The Voice Nicholas David Vote Finals	http://www.ceelogreen.com/news,view_395.htm
396	0	Get in CeeLo's Book!			<p>   Got a burning question for CeeLo?&nbsp;Here&#39;s another chance to get in CeeLo&#39;s book. Post your questions on his<a href="http://www.facebook.com/ceelogreen" target="_blank"> Facebook page</a> or tweet at him <a href="https://twitter.com/CeeLoGreen" target="_blank">@CeeLoGreen</a> <a href="https://twitter.com/search?q=%23HotQsForLo&amp;src=hash" target="_blank">#HotQsForLo</a> &amp; he&rsquo;ll include the hottest Q&amp;As in the book!</p>  	2012-12-19 15:38:00.000	2012-12-19 15:38:00.000	2022-12-19 00:00:00.000	1	ceelo book 2012 q&a	http://www.ceelogreen.com/news,view_396.htm
